line_id,order_id,sale_date,customer_id,city,sales_channel,customer_segment,payment_method,product_id,product_name,category,brand,promo_campaign,discount_pct,quantity,unit_price_rub,unit_cost_rub,returned
L007066,ORD002421,2025-06-16,C01541,Санкт-Петербург,Маркетплейс,Новый,Карта,P007,Смартфоны Samsung Model 07,Смартфоны,Samsung,Без акции,0.0866,1,18655.62,11417.38,0
L007067,ORD005106,2025-08-21,C00273,Новосибирск,Магазин,VIP,Карта,P021,Телевизоры Sony Model 21,Телевизоры,Sony,Back-to-school,0.1075,1,23952.45,17185.79,0
L007068,ORD003880,2025-05-31,C00009,Екатеринбург,Сайт,Регулярный,СБП,P025,Телевизоры LG Model 25,Телевизоры,LG,Без акции,0.0584,1,164227.4,109450.17,0
L007069,ORD005909,2025-10-19,C01970,Москва,Сайт,Регулярный,Карта,P030,Бытовая техника Philips Model 30,Бытовая техника,Philips,Без акции,0.0765,1,12805.77,7473.44,0
L007070,ORD003909,2025-08-28,C02204,Москва,Сайт,Регулярный,Карта,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Back-to-school,0.1027,1,26659.99,20045.46,0
L007071,ORD001242,2025-04-19,C01140,Москва,Магазин,Регулярный,Рассрочка,P017,Ноутбуки Lenovo Model 17,Ноутбуки,Lenovo,Без акции,0.0634,1,66328.9,50072.17,0
L007072,ORD004989,2025-04-10,C00851,Екатеринбург,Сайт,Регулярный,СБП,P010,Смартфоны realme Model 10,Смартфоны,realme,Без акции,0.0352,1,36724.13,27326.59,0
L007073,ORD003249,2025-02-01,C02243,Москва,Маркетплейс,Новый,Рассрочка,P004,Смартфоны Honor Model 04,Смартфоны,Honor,Weekend,0.0705,1,20827.02,15515.25,0
L007074,ORD001313,2025-11-10,C02176,Москва,Магазин,VIP,Рассрочка,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Без акции,0.0294,1,25050.03,18227.83,0
L007075,ORD002024,2025-11-20,C01130,Самара,Сайт,Новый,СБП,P055,Игровая техника Sony Model 55,Игровая техника,Sony,Black Friday,0.2103,1,10871.26,8694.91,0
L007076,ORD005615,2025-08-23,C01091,Москва,Магазин,Новый,Карта,P038,Аудио Sony Model 38,Аудио,Sony,Без акции,0.0437,1,16991.63,13117.37,0
L007077,ORD001037,2025-06-23,C00869,Казань,Магазин,Новый,Карта,P054,Аксессуары Apple Model 54,Аксессуары,Apple,Без акции,0.0443,3,2857.39,2002.27,0
L007078,ORD002994,2025-12-27,C01791,Санкт-Петербург,Магазин,Новый,Наличные,P035,Бытовая техника Philips Model 35,Бытовая техника,Philips,Новый год,0.1452,1,7783.89,4993.04,0
L007079,ORD001112,2025-05-26,C01815,Санкт-Петербург,Сайт,Регулярный,СБП,P044,Аудио Marshall Model 44,Аудио,Marshall,Без акции,0.0299,1,42276.06,36194.74,1
L007080,ORD000856,2025-09-29,C01129,Москва,Сайт,Регулярный,Карта,P058,Игровая техника ASUS Model 58,Игровая техника,ASUS,Back-to-school,0.111,1,13858.66,10194.87,0
L007081,ORD005596,2025-02-11,C00061,Новосибирск,Магазин,Регулярный,СБП,P005,Смартфоны realme Model 05,Смартфоны,realme,Без акции,0.017,2,48010.59,31472.82,0
L007082,ORD002563,2025-03-07,C01501,Санкт-Петербург,Магазин,Новый,Карта,P053,Аксессуары Samsung Model 53,Аксессуары,Samsung,Weekend,0.0558,1,1646.79,1401.07,0
L007083,ORD005945,2025-11-15,C01432,Санкт-Петербург,Сайт,VIP,Карта,P048,Аксессуары Samsung Model 48,Аксессуары,Samsung,Weekend,0.0838,1,1671.85,1266.5,0
L007084,ORD002032,2025-04-25,C01894,Екатеринбург,Сайт,Регулярный,СБП,P037,Аудио JBL Model 37,Аудио,JBL,Weekend,0.058,2,6594.14,4260.48,0
L007085,ORD003763,2025-07-17,C00499,Москва,Маркетплейс,Регулярный,СБП,P047,Аксессуары Baseus Model 47,Аксессуары,Baseus,Без акции,0.0439,1,479.66,399.26,0
L007086,ORD002391,2025-02-20,C00681,Санкт-Петербург,Магазин,Регулярный,Наличные,P040,Аудио Xiaomi Model 40,Аудио,Xiaomi,Без акции,0.0488,1,22878.24,14933.13,0
L007087,ORD001362,2025-05-25,C01756,Казань,Маркетплейс,VIP,Карта,P051,Аксессуары Xiaomi Model 51,Аксессуары,Xiaomi,Без акции,0.0244,1,2371.23,1685.14,0
L007088,ORD004294,2025-01-02,C02176,Екатеринбург,Магазин,VIP,Рассрочка,P030,Бытовая техника Philips Model 30,Бытовая техника,Philips,Без акции,0.0376,1,12196.06,7741.43,0
L007089,ORD000891,2025-10-29,C01330,Санкт-Петербург,Маркетплейс,Регулярный,Карта,P037,Аудио JBL Model 37,Аудио,JBL,Без акции,0.0532,1,6024.6,4313.11,0
L007090,ORD005908,2025-04-30,C01181,Москва,Сайт,Регулярный,СБП,P051,Аксессуары Xiaomi Model 51,Аксессуары,Xiaomi,Без акции,0.0,1,2401.37,1716.04,0
L007091,ORD000526,2025-10-09,C01489,Екатеринбург,Сайт,Регулярный,Рассрочка,P035,Бытовая техника Philips Model 35,Бытовая техника,Philips,Weekend,0.0736,3,7861.89,4957.7,1
L007092,ORD005310,2025-06-05,C00463,Москва,Сайт,Регулярный,Карта,P014,Ноутбуки Acer Model 14,Ноутбуки,Acer,Без акции,0.0282,1,69817.62,41453.87,0
L007093,ORD002934,2025-09-12,C02190,Новосибирск,Магазин,Регулярный,Наличные,P041,Аудио Philips Model 41,Аудио,Philips,Back-to-school,0.0788,1,3033.46,2192.86,0
L007094,ORD002430,2025-02-05,C02351,Санкт-Петербург,Магазин,Регулярный,Карта,P036,Бытовая техника Haier Model 36,Бытовая техника,Haier,Weekend,0.0648,1,94091.61,79144.06,0
L007095,ORD002973,2025-11-04,C00317,Новосибирск,Маркетплейс,Новый,Рассрочка,P015,Ноутбуки HP Model 15,Ноутбуки,HP,Без акции,0.0302,1,149991.93,114444.96,1
L007096,ORD000214,2025-02-24,C02090,Москва,Магазин,Регулярный,Наличные,P010,Смартфоны realme Model 10,Смартфоны,realme,Без акции,0.0161,2,43259.75,27300.2,1
L007097,ORD003329,2025-01-25,C00819,Новосибирск,Магазин,Регулярный,Карта,P016,Ноутбуки Apple Model 16,Ноутбуки,Apple,Weekend,0.029,1,127737.72,92480.8,0
L007098,ORD001132,2025-07-10,C00420,Москва,Магазин,Новый,Карта,P017,Ноутбуки Lenovo Model 17,Ноутбуки,Lenovo,Weekend,0.087,1,67973.32,51921.55,0
L007099,ORD001023,2025-01-06,C00705,Казань,Сайт,Новый,СБП,P016,Ноутбуки Apple Model 16,Ноутбуки,Apple,Weekend,0.0826,1,128798.99,97282.52,0
L007100,ORD000107,2025-08-10,C00179,Самара,Сайт,Регулярный,Карта,P060,Игровая техника Sony Model 60,Игровая техника,Sony,Back-to-school,0.1073,1,6973.45,4350.37,0
L007101,ORD004235,2025-11-23,C00683,Санкт-Петербург,Маркетплейс,Регулярный,Карта,P014,Ноутбуки Acer Model 14,Ноутбуки,Acer,Black Friday,0.2086,1,71365.98,44014.45,0
L007102,ORD002426,2025-10-21,C00037,Новосибирск,Магазин,Новый,Карта,P038,Аудио Sony Model 38,Аудио,Sony,Без акции,0.018,2,16280.02,13090.03,0
L007103,ORD005481,2025-04-13,C00558,Самара,Магазин,Регулярный,Карта,P022,Телевизоры TCL Model 22,Телевизоры,TCL,Без акции,0.0348,1,43289.73,31547.17,0
L007104,ORD005020,2025-03-12,C02010,Москва,Сайт,Регулярный,Рассрочка,P002,Смартфоны Samsung Model 02,Смартфоны,Samsung,Без акции,0.0199,1,96692.6,72486.21,0
L007105,ORD001741,2025-09-03,C00320,Новосибирск,Сайт,Регулярный,Карта,P022,Телевизоры TCL Model 22,Телевизоры,TCL,Back-to-school,0.1108,1,43711.07,31122.49,0
L007106,ORD002455,2025-07-19,C00479,Самара,Маркетплейс,Новый,СБП,P057,Игровая техника Logitech Model 57,Игровая техника,Logitech,Без акции,0.0405,1,75519.95,55608.32,0
L007107,ORD005990,2025-12-21,C02246,Самара,Сайт,Регулярный,Карта,P055,Игровая техника Sony Model 55,Игровая техника,Sony,Новый год,0.1294,1,11634.85,8699.67,0
L007108,ORD003244,2025-12-10,C00380,Новосибирск,Магазин,VIP,Наличные,P038,Аудио Sony Model 38,Аудио,Sony,Новый год,0.1229,1,18192.85,13410.13,1
L007109,ORD003850,2025-12-14,C01690,Новосибирск,Сайт,Регулярный,Карта,P019,Телевизоры Samsung Model 19,Телевизоры,Samsung,Новый год,0.1636,1,177452.48,104159.08,0
L007110,ORD002527,2025-07-11,C01236,Новосибирск,Маркетплейс,Регулярный,Карта,P018,Ноутбуки ASUS Model 18,Ноутбуки,ASUS,Без акции,0.0836,2,44228.21,34525.21,1
L007111,ORD002255,2025-10-13,C01463,Москва,Магазин,Новый,Наличные,P044,Аудио Marshall Model 44,Аудио,Marshall,Weekend,0.0636,1,41580.25,33578.15,0
L007112,ORD000654,2025-06-08,C00069,Москва,Магазин,Регулярный,Карта,P008,Смартфоны Xiaomi Model 08,Смартфоны,Xiaomi,Без акции,0.0068,1,89361.03,58040.22,0
L007113,ORD000182,2025-11-16,C01135,Новосибирск,Сайт,VIP,СБП,P058,Игровая техника ASUS Model 58,Игровая техника,ASUS,Без акции,0.034,1,14298.17,10276.43,0
L007114,ORD001892,2025-12-10,C00861,Казань,Маркетплейс,Регулярный,СБП,P036,Бытовая техника Haier Model 36,Бытовая техника,Haier,Новый год,0.1629,1,99384.22,83621.06,0
L007115,ORD004152,2025-05-04,C00019,Санкт-Петербург,Сайт,Регулярный,СБП,P017,Ноутбуки Lenovo Model 17,Ноутбуки,Lenovo,Без акции,0.0227,1,65836.16,52866.36,0
L007116,ORD000700,2025-11-08,C00913,Санкт-Петербург,Маркетплейс,Регулярный,Карта,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Без акции,0.0377,1,89313.45,70097.05,0
L007117,ORD005150,2025-09-24,C01522,Екатеринбург,Магазин,Регулярный,СБП,P059,Игровая техника HyperX Model 59,Игровая техника,HyperX,Без акции,0.0413,1,33470.76,22687.32,0
L007118,ORD004292,2025-11-08,C01281,Москва,Магазин,Новый,Наличные,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Без акции,0.0624,2,146816.29,101184.14,0
L007119,ORD005827,2025-06-22,C01658,Екатеринбург,Сайт,Регулярный,СБП,P033,Бытовая техника Samsung Model 33,Бытовая техника,Samsung,Без акции,0.0669,1,23136.48,17305.45,0
L007120,ORD005440,2025-12-01,C00638,Екатеринбург,Магазин,Новый,Рассрочка,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Без акции,0.0455,1,88543.33,67372.12,0
L007121,ORD000020,2025-02-12,C00159,Новосибирск,Сайт,Регулярный,Карта,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Без акции,0.0096,1,89864.5,69263.82,0
L007122,ORD004817,2025-09-21,C00278,Москва,Магазин,VIP,Наличные,P043,Аудио Sony Model 43,Аудио,Sony,Без акции,0.0348,1,7834.76,4920.23,0
L007123,ORD004731,2025-10-31,C01715,Санкт-Петербург,Магазин,Регулярный,СБП,P034,Бытовая техника LG Model 34,Бытовая техника,LG,Без акции,0.0489,1,31428.37,21242.4,0
L007124,ORD001364,2025-05-07,C00343,Москва,Магазин,Новый,Карта,P033,Бытовая техника Samsung Model 33,Бытовая техника,Samsung,Без акции,0.0,1,22545.76,18113.48,0
L007125,ORD000861,2025-01-20,C01616,Казань,Сайт,Новый,СБП,P028,Бытовая техника Samsung Model 28,Бытовая техника,Samsung,Без акции,0.0262,1,8445.1,5022.92,0
L007126,ORD001301,2025-04-16,C00847,Новосибирск,Магазин,Новый,Карта,P044,Аудио Marshall Model 44,Аудио,Marshall,Weekend,0.0752,1,43978.42,34671.38,0
L007127,ORD003182,2025-11-08,C00549,Санкт-Петербург,Сайт,Новый,Рассрочка,P044,Аудио Marshall Model 44,Аудио,Marshall,Без акции,0.0676,1,42882.63,35966.82,1
L007128,ORD002418,2025-07-26,C00836,Санкт-Петербург,Магазин,Новый,Наличные,P030,Бытовая техника Philips Model 30,Бытовая техника,Philips,Без акции,0.0,1,11514.27,7386.87,0
L007129,ORD000103,2025-03-17,C00460,Санкт-Петербург,Сайт,Новый,Карта,P053,Аксессуары Samsung Model 53,Аксессуары,Samsung,Без акции,0.0456,2,1748.02,1421.64,0
L007130,ORD005742,2025-01-04,C01461,Санкт-Петербург,Магазин,Регулярный,Рассрочка,P041,Аудио Philips Model 41,Аудио,Philips,Без акции,0.0011,1,3133.24,2042.04,0
L007131,ORD004635,2025-05-22,C00407,Москва,Маркетплейс,Регулярный,Карта,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Weekend,0.0647,1,25405.1,19036.29,0
L007132,ORD005388,2025-12-03,C02372,Самара,Магазин,Регулярный,Карта,P034,Бытовая техника LG Model 34,Бытовая техника,LG,Weekend,0.078,1,29861.38,20985.96,0
L007133,ORD002498,2025-05-25,C02091,Екатеринбург,Сайт,Регулярный,Рассрочка,P047,Аксессуары Baseus Model 47,Аксессуары,Baseus,Без акции,0.0678,1,522.53,408.46,0
L007134,ORD000232,2025-09-03,C01629,Самара,Магазин,Регулярный,Карта,P055,Игровая техника Sony Model 55,Игровая техника,Sony,Back-to-school,0.1591,1,11605.62,9122.53,0
L007135,ORD002619,2025-12-11,C01975,Санкт-Петербург,Магазин,Регулярный,СБП,P019,Телевизоры Samsung Model 19,Телевизоры,Samsung,Новый год,0.1249,1,173662.11,107545.22,0
L007136,ORD001402,2025-08-09,C01525,Санкт-Петербург,Сайт,Регулярный,СБП,P004,Смартфоны Honor Model 04,Смартфоны,Honor,Без акции,0.0207,1,20891.97,15105.57,0
L007137,ORD000325,2025-11-02,C00953,Новосибирск,Магазин,Регулярный,Карта,P055,Игровая техника Sony Model 55,Игровая техника,Sony,Без акции,0.0134,1,12065.85,8845.96,0
L007138,ORD001326,2025-04-05,C00318,Самара,Магазин,Регулярный,Карта,P043,Аудио Sony Model 43,Аудио,Sony,Weekend,0.0902,1,7723.58,4914.5,0
L007139,ORD004738,2025-07-19,C02120,Казань,Магазин,Новый,СБП,P001,Смартфоны Apple Model 01,Смартфоны,Apple,Weekend,0.0958,1,69261.05,48142.27,0
L007140,ORD004031,2025-07-17,C00521,Москва,Магазин,Новый,Рассрочка,P047,Аксессуары Baseus Model 47,Аксессуары,Baseus,Weekend,0.0724,1,502.83,394.72,0
L007141,ORD000868,2025-03-28,C00340,Москва,Магазин,Новый,Наличные,P012,Ноутбуки Lenovo Model 12,Ноутбуки,Lenovo,Без акции,0.004,1,176912.51,137320.27,0
L007142,ORD000600,2025-03-03,C00922,Екатеринбург,Магазин,Новый,СБП,P027,Бытовая техника Bosch Model 27,Бытовая техника,Bosch,Без акции,0.0218,1,8110.69,6021.21,0
L007143,ORD003310,2025-07-28,C02363,Казань,Магазин,Регулярный,Карта,P049,Аксессуары Apple Model 49,Аксессуары,Apple,Weekend,0.0661,2,665.52,484.34,0
L007144,ORD002468,2025-12-22,C01537,Новосибирск,Магазин,Регулярный,Рассрочка,P045,Аксессуары Logitech Model 45,Аксессуары,Logitech,Новый год,0.1582,1,3315.43,2550.82,0
L007145,ORD001620,2025-05-16,C00495,Самара,Маркетплейс,Регулярный,СБП,P032,Бытовая техника Bosch Model 32,Бытовая техника,Bosch,Без акции,0.0332,1,60506.96,42045.99,0
L007146,ORD004615,2025-09-07,C01766,Самара,Магазин,Регулярный,Карта,P047,Аксессуары Baseus Model 47,Аксессуары,Baseus,Без акции,0.053,3,541.45,412.86,0
L007147,ORD000601,2025-02-06,C00925,Самара,Магазин,Регулярный,Карта,P003,Смартфоны Xiaomi Model 03,Смартфоны,Xiaomi,Без акции,0.0348,1,85807.04,56143.87,0
L007148,ORD002802,2025-04-08,C02099,Санкт-Петербург,Магазин,Регулярный,Карта,P018,Ноутбуки ASUS Model 18,Ноутбуки,ASUS,Без акции,0.0235,2,45899.11,35148.98,0
L007149,ORD002015,2025-08-23,C01058,Санкт-Петербург,Сайт,Новый,СБП,P021,Телевизоры Sony Model 21,Телевизоры,Sony,Без акции,0.0246,1,22468.07,17470.56,0
L007150,ORD002361,2025-11-21,C02067,Москва,Сайт,Регулярный,Рассрочка,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Black Friday,0.1674,1,144389.13,101498.27,0
L007151,ORD005525,2025-07-03,C00980,Москва,Магазин,Новый,Рассрочка,P010,Смартфоны realme Model 10,Смартфоны,realme,Без акции,0.0353,1,43378.01,28013.27,0
L007152,ORD000113,2025-07-21,C00521,Москва,Магазин,Новый,Рассрочка,P014,Ноутбуки Acer Model 14,Ноутбуки,Acer,Без акции,0.0,1,70027.21,44061.89,1
L007153,ORD004289,2025-10-14,C01699,Екатеринбург,Маркетплейс,Новый,СБП,P055,Игровая техника Sony Model 55,Игровая техника,Sony,Weekend,0.1207,2,11656.91,8559.89,0
L007154,ORD001257,2025-08-21,C02303,Москва,Сайт,Новый,Карта,P016,Ноутбуки Apple Model 16,Ноутбуки,Apple,Без акции,0.0309,1,118345.39,95814.98,0
L007155,ORD003218,2025-03-04,C00264,Казань,Магазин,Регулярный,СБП,P004,Смартфоны Honor Model 04,Смартфоны,Honor,Без акции,0.0147,1,21418.05,15483.55,0
L007156,ORD002345,2025-11-11,C01633,Екатеринбург,Маркетплейс,Регулярный,Карта,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Без акции,0.0609,1,26267.25,18672.29,1
L007157,ORD004637,2025-09-21,C00790,Казань,Сайт,Новый,Карта,P052,Аксессуары Baseus Model 52,Аксессуары,Baseus,Back-to-school,0.1165,2,4882.12,3369.45,0
L007158,ORD004699,2025-05-02,C01364,Москва,Маркетплейс,Новый,Карта,P045,Аксессуары Logitech Model 45,Аксессуары,Logitech,Без акции,0.0216,3,3261.87,2519.38,0
L007159,ORD004316,2025-06-10,C01971,Санкт-Петербург,Магазин,Новый,СБП,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Без акции,0.0525,1,26522.16,19384.51,1
L007160,ORD004263,2025-07-09,C00073,Санкт-Петербург,Магазин,Регулярный,Карта,P060,Игровая техника Sony Model 60,Игровая техника,Sony,Weekend,0.0203,1,7408.94,4106.12,0
L007161,ORD002189,2025-07-08,C00875,Санкт-Петербург,Сайт,Новый,Карта,P057,Игровая техника Logitech Model 57,Игровая техника,Logitech,Без акции,0.0095,1,77794.09,56790.81,1
L007162,ORD003827,2025-02-04,C01876,Самара,Маркетплейс,Регулярный,СБП,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Weekend,0.0811,1,87730.87,67960.54,0
L007163,ORD001509,2025-10-09,C01449,Москва,Сайт,Новый,Карта,P014,Ноутбуки Acer Model 14,Ноутбуки,Acer,Weekend,0.0303,1,75903.46,44043.19,0
L007164,ORD001370,2025-03-15,C00151,Санкт-Петербург,Маркетплейс,Новый,Рассрочка,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Без акции,0.009,1,97229.74,70447.69,0
L007165,ORD003633,2025-07-17,C00891,Самара,Сайт,Регулярный,Карта,P004,Смартфоны Honor Model 04,Смартфоны,Honor,Без акции,0.0384,1,21459.21,15825.93,1
L007166,ORD001500,2025-04-26,C00098,Екатеринбург,Маркетплейс,Новый,Карта,P032,Бытовая техника Bosch Model 32,Бытовая техника,Bosch,Weekend,0.0592,1,60621.54,42504.56,0
L007167,ORD005268,2025-01-06,C00040,Санкт-Петербург,Сайт,Регулярный,Рассрочка,P007,Смартфоны Samsung Model 07,Смартфоны,Samsung,Без акции,0.0269,1,17514.26,11591.95,0
L007168,ORD002920,2025-09-13,C01155,Санкт-Петербург,Сайт,Новый,Рассрочка,P011,Ноутбуки Apple Model 11,Ноутбуки,Apple,Back-to-school,0.172,1,120363.93,84156.53,0
L007169,ORD000317,2025-12-30,C01633,Казань,Магазин,Регулярный,Рассрочка,P030,Бытовая техника Philips Model 30,Бытовая техника,Philips,Новый год,0.1363,2,11810.43,7354.83,0
L007170,ORD003513,2025-08-05,C01959,Санкт-Петербург,Магазин,Новый,Карта,P030,Бытовая техника Philips Model 30,Бытовая техника,Philips,Back-to-school,0.1068,1,12216.77,7509.36,0
L007171,ORD004387,2025-06-28,C00553,Самара,Маркетплейс,Регулярный,СБП,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Без акции,0.0898,2,142575.6,106875.78,0
L007172,ORD005268,2025-01-06,C00040,Санкт-Петербург,Сайт,Регулярный,Рассрочка,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Weekend,0.0645,1,148306.67,102755.71,0
L007173,ORD002646,2025-11-11,C01641,Санкт-Петербург,Сайт,Регулярный,Рассрочка,P045,Аксессуары Logitech Model 45,Аксессуары,Logitech,Без акции,0.039,1,3320.01,2429.46,0
L007174,ORD005950,2025-11-07,C01345,Москва,Магазин,Регулярный,Карта,P005,Смартфоны realme Model 05,Смартфоны,realme,Weekend,0.0805,1,43936.9,32262.19,0
L007175,ORD005237,2025-01-07,C02038,Санкт-Петербург,Сайт,Регулярный,Рассрочка,P046,Аксессуары Xiaomi Model 46,Аксессуары,Xiaomi,Без акции,0.0411,1,496.03,402.76,0
L007176,ORD001269,2025-09-04,C00554,Москва,Магазин,Регулярный,СБП,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Без акции,0.032,1,28260.94,18643.92,0
L007177,ORD003301,2025-05-24,C00781,Самара,Магазин,Регулярный,Карта,P010,Смартфоны realme Model 10,Смартфоны,realme,Без акции,0.0227,1,41121.14,28266.45,0
L007178,ORD002600,2025-06-22,C00924,Москва,Маркетплейс,Регулярный,Рассрочка,P007,Смартфоны Samsung Model 07,Смартфоны,Samsung,Weekend,0.0361,1,17405.94,11883.23,0
L007179,ORD004770,2025-12-06,C00861,Санкт-Петербург,Магазин,Регулярный,Карта,P011,Ноутбуки Apple Model 11,Ноутбуки,Apple,Weekend,0.0491,1,109009.14,83555.94,0
L007180,ORD001393,2025-01-29,C01616,Москва,Магазин,Новый,Наличные,P051,Аксессуары Xiaomi Model 51,Аксессуары,Xiaomi,Без акции,0.0162,1,2566.55,1722.85,0
L007181,ORD004498,2025-05-28,C00683,Санкт-Петербург,Сайт,Регулярный,СБП,P005,Смартфоны realme Model 05,Смартфоны,realme,Без акции,0.0433,1,45081.24,33201.66,0
L007182,ORD002973,2025-11-04,C00317,Новосибирск,Маркетплейс,Новый,Рассрочка,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Без акции,0.0278,1,151095.91,102755.33,0
L007183,ORD005618,2025-12-21,C00872,Екатеринбург,Сайт,VIP,Рассрочка,P050,Аксессуары Logitech Model 50,Аксессуары,Logitech,Новый год,0.133,1,16234.34,12054.48,0
L007184,ORD003611,2025-04-06,C00911,Москва,Сайт,Новый,Рассрочка,P011,Ноутбуки Apple Model 11,Ноутбуки,Apple,Weekend,0.0488,1,116937.37,84045.76,0
L007185,ORD005850,2025-07-04,C00548,Екатеринбург,Магазин,Новый,СБП,P053,Аксессуары Samsung Model 53,Аксессуары,Samsung,Без акции,0.0358,1,1878.75,1444.63,0
L007186,ORD005031,2025-12-05,C00578,Казань,Сайт,Регулярный,Рассрочка,P048,Аксессуары Samsung Model 48,Аксессуары,Samsung,Weekend,0.1128,1,1533.4,1321.01,0
L007187,ORD000250,2025-11-17,C01525,Казань,Сайт,Регулярный,Рассрочка,P038,Аудио Sony Model 38,Аудио,Sony,Без акции,0.0,1,16776.71,13523.46,0
L007188,ORD005033,2025-01-28,C01873,Москва,Сайт,Новый,Карта,P043,Аудио Sony Model 43,Аудио,Sony,Без акции,0.0185,1,7530.53,4973.82,0
L007189,ORD000451,2025-12-26,C02099,Москва,Маркетплейс,Регулярный,Карта,P042,Аудио JBL Model 42,Аудио,JBL,Новый год,0.1829,1,70688.25,53054.84,0
L007190,ORD003158,2025-05-14,C00262,Самара,Магазин,Регулярный,Наличные,P004,Смартфоны Honor Model 04,Смартфоны,Honor,Weekend,0.0945,1,18684.22,15561.26,0
L007191,ORD001720,2025-07-08,C00539,Москва,Магазин,Регулярный,Наличные,P038,Аудио Sony Model 38,Аудио,Sony,Weekend,0.0381,1,17636.86,12751.72,0
L007192,ORD002026,2025-11-25,C00646,Санкт-Петербург,Сайт,Новый,Карта,P020,Телевизоры LG Model 20,Телевизоры,LG,Black Friday,0.2227,1,65249.03,48735.27,0
L007193,ORD001107,2025-04-19,C02101,Москва,Магазин,Регулярный,СБП,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Weekend,0.0516,1,147431.74,109603.36,0
L007194,ORD000300,2025-03-31,C01590,Новосибирск,Магазин,Новый,СБП,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Без акции,0.0179,1,89566.21,67420.41,0
L007195,ORD002775,2025-11-21,C00654,Екатеринбург,Магазин,Новый,Рассрочка,P055,Игровая техника Sony Model 55,Игровая техника,Sony,Black Friday,0.1837,1,11108.09,9004.8,0
L007196,ORD001554,2025-11-29,C00734,Казань,Сайт,Регулярный,Карта,P035,Бытовая техника Philips Model 35,Бытовая техника,Philips,Black Friday,0.2168,2,7681.94,4748.19,1
L007197,ORD003101,2025-11-01,C02287,Москва,Магазин,Новый,Рассрочка,P047,Аксессуары Baseus Model 47,Аксессуары,Baseus,Weekend,0.097,1,545.58,394.79,0
L007198,ORD000117,2025-11-19,C00671,Санкт-Петербург,Сайт,Регулярный,Карта,P024,Телевизоры Samsung Model 24,Телевизоры,Samsung,Weekend,0.1201,1,22707.07,16066.9,0
L007199,ORD001275,2025-07-20,C00293,Екатеринбург,Сайт,Регулярный,СБП,P030,Бытовая техника Philips Model 30,Бытовая техника,Philips,Без акции,0.0522,1,11590.33,7508.19,0
L007200,ORD003980,2025-08-11,C00712,Москва,Магазин,Регулярный,Карта,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Back-to-school,0.1369,1,151240.63,103936.6,0
L007201,ORD002410,2025-07-01,C00960,Казань,Магазин,Регулярный,Наличные,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Без акции,0.0378,1,143617.44,110319.11,0
L007202,ORD003804,2025-12-19,C02039,Москва,Сайт,VIP,СБП,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Новый год,0.1266,2,97485.44,68300.89,0
L007203,ORD003558,2025-11-08,C00015,Самара,Маркетплейс,Регулярный,Карта,P053,Аксессуары Samsung Model 53,Аксессуары,Samsung,Без акции,0.003,1,1767.4,1428.56,0
L007204,ORD002493,2025-10-13,C00315,Екатеринбург,Магазин,Новый,Наличные,P055,Игровая техника Sony Model 55,Игровая техника,Sony,Без акции,0.0645,1,11384.8,8813.03,0
L007205,ORD005156,2025-12-23,C01291,Санкт-Петербург,Магазин,Новый,СБП,P006,Смартфоны Apple Model 06,Смартфоны,Apple,Новый год,0.1392,1,32538.19,30347.58,0
L007206,ORD005263,2025-09-05,C02236,Санкт-Петербург,Сайт,Регулярный,Рассрочка,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Back-to-school,0.0848,2,95724.01,71828.64,0
L007207,ORD005520,2025-12-21,C01374,Москва,Сайт,Новый,Рассрочка,P035,Бытовая техника Philips Model 35,Бытовая техника,Philips,Новый год,0.17,1,7515.24,5104.26,0
L007208,ORD004704,2025-12-02,C02384,Казань,Магазин,Регулярный,Карта,P005,Смартфоны realme Model 05,Смартфоны,realme,Weekend,0.0768,2,46839.73,32629.64,0
L007209,ORD002040,2025-10-06,C00361,Москва,Магазин,Регулярный,Карта,P057,Игровая техника Logitech Model 57,Игровая техника,Logitech,Без акции,0.0,1,72275.33,56102.09,0
L007210,ORD004828,2025-12-30,C01490,Москва,Магазин,Регулярный,Карта,P054,Аксессуары Apple Model 54,Аксессуары,Apple,Новый год,0.1597,1,2781.43,2052.99,0
